Customer_ID,Age,Gender,City,Annual_Income,Purchase_Category,Total_Purchases,Avg_Purchase_Value,Payment_Type,Satisfaction_Score,Subscription_Status
1058,48,Male,Hyderabad,58517,Footwear,46,80.15,Net Banking,4.5,Active
1059,68,Male,Delhi,85264,Clothing,20,417.85,Net Banking,4.9,Active
1060,47,Male,Kolkata,35162,Sports,43,274.93,Debit Card,1.8,Inactive
1061,60,Male,Mumbai,77002,Electronics,11,465.21,Online Wallet,4.6,Active
1062,67,Female,Bengaluru,114263,Home Decor,43,243.39,UPI,1.5,Active
1063,26,Female,Mumbai,110673,Beauty,56,119.67,Net Banking,4.1,Active
1064,56,Male,Chennai,69415,Books,42,324.63,Net Banking,4.9,Active
1065,45,Male,Bengaluru,53959,Clothing,19,52.96,Credit Card,2.4,Active
1066,55,Male,Mumbai,95083,Beauty,9,428.13,Cash,3.3,Active
1067,21,Male,Hyderabad,75535,Beauty,50,188.86,UPI,4.7,Active
1068,26,Male,Mumbai,71814,Electronics,35,427.66,Online Wallet,1.6,Active
1069,36,Male,Kolkata,109126,Sports,10,304.72,Debit Card,4.0,Inactive
1070,70,Male,Surat,61961,Home Decor,33,495.26,Credit Card,2.1,Active
1071,63,Female,Bengaluru,84883,Home Decor,46,483.58,Credit Card,4.9,Active
1072,39,Male,Bengaluru,116030,Footwear,45,370.51,Debit Card,4.4,Active
1073,64,Female,Pune,106409,Groceries,2,278.49,Online Wallet,2.7,Active
1074,40,Female,Hyderabad,29414,Home Decor,19,351.22,Debit Card,3.8,Inactive
1075,24,Male,Chennai,118601,Electronics,55,467.94,Online Wallet,2.8,Active
1076,28,Male,Kolkata,111220,Sports,19,449.64,Debit Card,1.9,Active
1077,65,Male,Ahmedabad,67477,Clothing,44,394.89,Debit Card,2.5,Active
1078,45,Male,Ahmedabad,32589,Beauty,31,98.02,Credit Card,1.5,Inactive
1079,39,Female,Delhi,102178,Books,16,26.66,Debit Card,2.6,Active
1080,37,Male,Hyderabad,110674,Clothing,50,237.2,UPI,2.5,Active
1081,58,Female,Chennai,21520,Clothing,8,50.49,Cash,3.6,Inactive
1082,32,Male,Surat,95101,Sports,18,349.93,Credit Card,4.2,Active
1083,29,Female,Kolkata,104488,Books,20,290.0,Credit Card,2.3,Active
1084,63,Male,Hyderabad,111847,Electronics,26,282.47,Net Banking,4.1,Active
1085,51,Female,Mumbai,88013,Clothing,49,378.96,UPI,4.6,Active
1086,29,Male,Ahmedabad,92708,Sports,52,164.01,Credit Card,1.5,Active
1087,31,Male,Mumbai,93727,Home Decor,55,379.0,Credit Card,4.9,Active
1088,50,Female,Chennai,91359,Groceries,28,488.78,UPI,1.0,Active
1089,37,Male,Jaipur,58456,Sports,9,292.77,UPI,2.3,Inactive
1090,40,Male,Mumbai,106850,Electronics,16,28.0,Debit Card,2.2,Active
1091,31,Male,Surat,92361,Footwear,38,185.94,Debit Card,3.9,Active
1092,45,Male,Jaipur,53419,Home Decor,25,328.39,Debit Card,2.6,Active
1093,23,Female,Hyderabad,111031,Groceries,35,109.84,UPI,3.9,Active
1094,58,Male,Chennai,93877,Groceries,27,412.57,Online Wallet,5.0,Active
1095,45,Female,Ahmedabad,99116,Footwear,5,142.36,Net Banking,1.4,Inactive
1096,22,Female,Mumbai,67555,Beauty,50,143.89,Debit Card,2.1,Active
1097,24,Female,Bengaluru,69628,Clothing,51,463.56,Debit Card,3.1,Active
1098,37,Female,Mumbai,89331,Beauty,45,290.36,Online Wallet,3.2,Active
1099,56,Male,Ahmedabad,42380,Beauty,49,200.89,Online Wallet,4.2,Inactive
1100,68,Female,Kolkata,97635,Groceries,17,14.65,Net Banking,3.9,Active
1101,60,Male,Delhi,69650,Home Decor,4,460.04,UPI,4.9,Inactive
1102,33,Female,Kolkata,43999,Sports,23,401.25,Net Banking,2.1,Inactive
1103,51,Male,Pune,103313,Clothing,20,209.19,Online Wallet,4.4,Active
1104,58,Male,Mumbai,115676,Footwear,6,90.91,Credit Card,1.3,Active
1105,49,Male,Hyderabad,108740,Groceries,31,253.92,UPI,5.0,Active
1106,52,Male,Hyderabad,21821,Footwear,59,417.38,Credit Card,3.9,Inactive
1107,65,Female,Bengaluru,116859,Electronics,39,229.84,Debit Card,3.7,Active
1108,66,Male,Delhi,29846,Beauty,54,75.33,Online Wallet,4.8,Active
1109,42,Male,Chennai,34841,Beauty,59,342.74,Net Banking,4.4,Inactive
1110,36,Female,Kolkata,58475,Home Decor,14,11.09,UPI,3.3,Active
1111,31,Female,Jaipur,24643,Sports,58,312.7,Cash,1.2,Active
1112,47,Female,Pune,66385,Clothing,1,181.36,UPI,1.7,Active
1113,24,Female,Kolkata,45892,Clothing,34,262.02,Debit Card,2.6,Active
1114,49,Male,Delhi,106066,Home Decor,15,240.64,Online Wallet,2.2,Active
1115,45,Male,Jaipur,55321,Clothing,29,331.58,Cash,1.6,Active
1116,40,Female,Ahmedabad,67085,Footwear,8,102.89,Credit Card,1.5,Active
1117,39,Male,Delhi,107320,Footwear,31,480.25,Online Wallet,1.5,Active
1118,49,Female,Delhi,62583,Books,33,365.74,UPI,4.4,Active
1119,42,Male,Mumbai,34139,Electronics,9,86.22,Net Banking,1.1,Inactive
1120,21,Female,Hyderabad,98261,Electronics,28,245.29,Online Wallet,2.9,Active
1121,66,Female,Bengaluru,100951,Groceries,47,260.51,Debit Card,2.1,Active
1122,25,Female,Bengaluru,107337,Books,13,242.21,Credit Card,3.8,Active
1123,50,Male,Bengaluru,97489,Groceries,15,69.03,Cash,1.2,Active
1124,30,Male,Hyderabad,22314,Footwear,6,433.53,Cash,2.6,Active
1125,58,Male,Bengaluru,64063,Books,31,40.06,Cash,3.6,Active
1126,37,Male,Pune,67654,Home Decor,23,358.68,Debit Card,2.3,Active
1127,21,Male,Ahmedabad,20070,Electronics,43,374.93,Debit Card,2.1,Active
1128,56,Male,Hyderabad,44227,Home Decor,32,188.15,Online Wallet,1.4,Inactive
1129,61,Male,Chennai,67260,Beauty,48,391.62,Net Banking,3.4,Active
1130,33,Female,Bengaluru,96588,Books,6,444.72,Debit Card,3.5,Inactive
1131,20,Male,Bengaluru,112361,Sports,60,58.33,Net Banking,3.5,Active
1132,37,Female,Bengaluru,89934,Groceries,3,72.64,Cash,3.2,Active
1133,66,Female,Chennai,78783,Clothing,59,223.7,Cash,2.7,Active
1134,50,Male,Delhi,98532,Home Decor,45,484.07,Online Wallet,1.2,Active
1135,54,Male,Bengaluru,117087,Books,32,345.5,Net Banking,4.9,Active
1136,28,Female,Jaipur,70351,Books,26,307.54,Debit Card,1.7,Active
1137,28,Male,Surat,111320,Electronics,57,465.03,Net Banking,2.8,Active
1138,63,Female,Pune,48879,Home Decor,46,141.57,Credit Card,1.7,Active
1139,20,Male,Pune,25123,Groceries,57,146.1,Debit Card,2.1,Inactive
1140,59,Male,Bengaluru,90070,Clothing,1,327.84,UPI,3.4,Active
1141,23,Female,Delhi,73522,Home Decor,21,492.78,UPI,4.3,Active
1142,70,Female,Bengaluru,115745,Home Decor,12,135.43,Credit Card,3.1,Active
1143,67,Male,Hyderabad,105698,Home Decor,56,316.85,Net Banking,3.2,Active
1144,70,Female,Bengaluru,62501,Home Decor,14,295.02,Cash,1.6,Active
1145,32,Female,Chennai,39442,Sports,6,253.02,Cash,1.7,Inactive
1146,30,Female,Delhi,104877,Home Decor,2,161.98,Debit Card,4.3,Inactive
1147,30,Male,Delhi,29443,Books,16,232.96,UPI,4.9,Active
1148,51,Male,Ahmedabad,99074,Clothing,25,198.16,Credit Card,4.3,Active
1149,66,Male,Delhi,52550,Clothing,18,79.89,UPI,3.4,Active
1150,68,Male,Mumbai,91089,Beauty,55,356.65,Debit Card,1.6,Active
1151,66,Female,Delhi,60289,Beauty,31,85.71,Credit Card,3.2,Active
1152,35,Male,Ahmedabad,25836,Clothing,35,155.4,Net Banking,4.5,Active
1153,18,Male,Ahmedabad,49710,Books,25,82.21,UPI,2.1,Active
1154,61,Female,Mumbai,84463,Groceries,8,120.02,Online Wallet,2.4,Inactive
1155,25,Female,Mumbai,25681,Groceries,12,220.03,Online Wallet,3.4,Inactive
1156,27,Female,Surat,57618,Beauty,57,60.92,Cash,3.6,Active
1157,34,Male,Ahmedabad,39482,Groceries,21,82.41,Cash,3.9,Inactive
1158,48,Male,Mumbai,95739,Books,47,146.45,Credit Card,2.3,Active
1159,26,Male,Hyderabad,66217,Beauty,32,217.68,UPI,4.9,Active
1160,56,Female,Delhi,105715,Footwear,25,215.14,Cash,3.2,Active
1161,49,Male,Hyderabad,30959,Books,34,293.16,UPI,4.2,Active
1162,23,Male,Chennai,20375,Footwear,55,18.41,Net Banking,2.9,Active
1163,25,Male,Chennai,67298,Groceries,19,235.59,Net Banking,4.9,Active
1164,44,Male,Bengaluru,49437,Electronics,48,77.52,UPI,3.8,Active
1165,42,Male,Hyderabad,68717,Electronics,45,61.94,Net Banking,1.3,Active
1166,56,Male,Ahmedabad,39252,Beauty,10,48.71,Credit Card,1.0,Inactive
1167,44,Male,Delhi,81573,Groceries,48,268.45,Online Wallet,2.9,Active
1168,64,Female,Kolkata,104521,Electronics,19,64.52,Credit Card,4.5,Active
1169,20,Male,Jaipur,41017,Electronics,26,418.01,UPI,4.8,Active
1170,63,Female,Surat,85781,Home Decor,46,121.38,Debit Card,2.1,Active
1171,23,Female,Delhi,117404,Footwear,26,313.33,Debit Card,2.6,Active
1172,70,Male,Kolkata,82575,Beauty,42,324.53,Cash,1.7,Active
1173,69,Female,Hyderabad,45523,Home Decor,7,61.16,Online Wallet,3.4,Inactive
1174,19,Male,Pune,41333,Clothing,5,113.84,Credit Card,4.0,Active
1175,53,Male,Ahmedabad,51501,Home Decor,6,488.56,Net Banking,1.2,Inactive
1176,48,Male,Ahmedabad,61232,Clothing,20,14.15,Online Wallet,4.0,Active
1177,43,Male,Chennai,118545,Books,47,184.36,Debit Card,3.8,Active
1178,24,Female,Hyderabad,117183,Clothing,33,405.67,Debit Card,1.1,Active
1179,68,Female,Kolkata,96855,Electronics,19,89.0,UPI,2.9,Active
1180,58,Male,Bengaluru,48265,Groceries,50,362.09,Net Banking,3.1,Active
1181,64,Female,Kolkata,37196,Beauty,19,186.56,Cash,1.2,Inactive
1182,61,Female,Bengaluru,47370,Clothing,10,287.78,Cash,1.4,Active
1183,67,Female,Jaipur,31425,Sports,7,232.86,Debit Card,4.7,Active
1184,35,Female,Chennai,31695,Clothing,12,358.22,Cash,2.0,Active
1185,34,Female,Delhi,36248,Sports,3,188.1,Online Wallet,2.6,Inactive
1186,61,Male,Kolkata,68068,Beauty,24,50.91,Cash,3.0,Active
1187,34,Male,Surat,104392,Electronics,48,397.39,UPI,4.3,Active
1188,18,Male,Mumbai,58097,Books,11,289.37,Credit Card,1.9,Active
1189,47,Male,Chennai,81063,Sports,42,272.21,Cash,1.4,Active
1190,29,Male,Hyderabad,76769,Footwear,26,171.07,Online Wallet,2.4,Active
1191,56,Female,Bengaluru,112050,Sports,8,146.4,Credit Card,3.2,Inactive
1192,27,Male,Chennai,94475,Electronics,39,389.36,Credit Card,4.7,Active
1193,41,Female,Kolkata,47973,Electronics,14,435.33,UPI,2.7,Active
1194,34,Male,Mumbai,38577,Clothing,18,208.48,Online Wallet,4.5,Active
1195,44,Male,Pune,44127,Electronics,6,448.53,Cash,2.4,Inactive
1196,28,Male,Chennai,74932,Sports,31,272.4,Debit Card,4.9,Active
1197,45,Female,Surat,71005,Electronics,36,393.71,Net Banking,1.8,Active
1198,64,Male,Chennai,107040,Beauty,1,83.75,Cash,4.7,Active
1199,38,Male,Hyderabad,54446,Electronics,29,472.23,Debit Card,3.5,Active
1200,58,Male,Ahmedabad,48655,Footwear,27,351.26,Debit Card,3.4,Active
1201,31,Female,Bengaluru,45055,Electronics,24,408.75,Credit Card,2.2,Active
1202,37,Male,Kolkata,105054,Sports,27,211.09,Online Wallet,4.3,Active
1203,45,Female,Mumbai,43044,Sports,28,192.83,Net Banking,3.4,Inactive
1204,42,Female,Hyderabad,103113,Home Decor,45,313.98,Credit Card,5.0,Active
1205,69,Male,Mumbai,105147,Electronics,40,466.92,Credit Card,3.0,Active
1206,66,Male,Kolkata,85976,Electronics,43,152.05,Cash,1.8,Active
1207,67,Female,Jaipur,69948,Clothing,13,429.61,Credit Card,2.4,Active
1208,68,Female,Hyderabad,104523,Books,1,470.41,Debit Card,3.0,Active
1209,60,Female,Pune,74357,Footwear,1,451.09,Cash,1.1,Active
1210,68,Female,Jaipur,117156,Beauty,22,93.5,Net Banking,5.0,Active
1211,33,Female,Bengaluru,100775,Books,54,35.27,Net Banking,2.7,Active
1212,58,Female,Delhi,72837,Beauty,34,87.64,Debit Card,1.4,Active
1213,69,Male,Jaipur,35515,Books,54,383.46,Online Wallet,4.3,Active
1214,38,Male,Mumbai,32224,Electronics,28,15.65,Net Banking,1.6,Inactive
1215,52,Male,Surat,70122,Electronics,48,369.74,Cash,3.5,Active
1216,67,Female,Delhi,51420,Footwear,20,104.98,Debit Card,3.9,Active
1217,69,Female,Pune,106410,Electronics,18,50.65,Debit Card,3.5,Active
1218,58,Male,Mumbai,80178,Clothing,7,79.5,Online Wallet,4.6,Active
1219,49,Female,Bengaluru,71222,Clothing,32,399.77,Cash,1.3,Active
1220,58,Male,Bengaluru,110090,Books,25,445.96,UPI,4.6,Active
1221,69,Male,Delhi,59158,Electronics,58,97.55,Net Banking,3.5,Active
1222,20,Male,Chennai,65453,Sports,40,304.0,Credit Card,1.6,Active
1223,65,Female,Mumbai,45276,Electronics,35,21.29,Net Banking,4.0,Active
1224,31,Female,Mumbai,48437,Electronics,21,77.9,Credit Card,3.9,Active
1225,26,Female,Pune,83120,Footwear,6,180.79,Net Banking,3.6,Active
1226,69,Female,Hyderabad,87194,Books,60,104.6,Debit Card,1.8,Active
1227,63,Female,Hyderabad,33486,Home Decor,11,399.11,UPI,3.0,Inactive
1228,45,Female,Chennai,101646,Clothing,39,197.69,Debit Card,3.3,Active
1229,41,Male,Kolkata,41921,Electronics,33,134.0,Cash,2.2,Inactive
1230,59,Female,Hyderabad,23924,Clothing,12,406.43,Cash,4.2,Active
1231,22,Male,Chennai,68754,Groceries,50,164.08,Credit Card,2.3,Active
1232,18,Female,Bengaluru,80997,Beauty,58,124.0,Credit Card,2.5,Active
1233,56,Male,Jaipur,48503,Clothing,36,146.24,Net Banking,4.8,Active
1234,69,Male,Surat,104707,Books,44,380.54,Online Wallet,4.3,Active
1235,30,Male,Ahmedabad,84740,Sports,3,495.23,Cash,1.5,Active
1236,56,Female,Surat,70181,Footwear,37,20.42,Credit Card,3.6,Active
1237,54,Male,Kolkata,57272,Groceries,54,483.76,Credit Card,4.6,Active
1238,51,Male,Chennai,104512,Electronics,5,240.25,Cash,3.9,Active
1239,66,Female,Hyderabad,30455,Beauty,32,310.04,Cash,2.2,Inactive
1240,49,Male,Chennai,100999,Clothing,2,119.77,Credit Card,1.6,Inactive
1241,62,Female,Bengaluru,42307,Clothing,13,364.81,Online Wallet,4.3,Inactive
1242,18,Male,Pune,25646,Clothing,4,474.1,Credit Card,2.1,Inactive
1243,68,Female,Pune,111575,Groceries,60,77.5,Cash,1.5,Active
1244,38,Male,Surat,74171,Sports,43,69.96,Net Banking,2.0,Active
1245,48,Female,Pune,62193,Sports,15,54.98,Online Wallet,3.8,Active
1246,40,Male,Bengaluru,111090,Clothing,5,486.16,Credit Card,1.8,Inactive
1247,47,Female,Bengaluru,83916,Clothing,22,112.24,Net Banking,4.0,Active
1248,50,Female,Pune,112866,Sports,42,85.46,Net Banking,1.4,Active
1249,26,Male,Chennai,70538,Sports,56,314.03,Debit Card,4.1,Active
1250,30,Male,Pune,75455,Groceries,44,160.5,Net Banking,3.6,Active
1251,27,Female,Mumbai,117652,Clothing,16,18.13,Cash,1.7,Active
1252,19,Female,Jaipur,79328,Beauty,17,67.98,Net Banking,1.3,Active
1253,45,Male,Delhi,72026,Books,33,173.53,Cash,2.1,Active
1254,24,Male,Hyderabad,115944,Books,13,154.06,Cash,1.7,Active
1255,35,Female,Jaipur,76828,Clothing,44,34.44,Debit Card,4.8,Active
1256,32,Male,Ahmedabad,24677,Home Decor,16,42.27,Credit Card,2.1,Inactive
1257,62,Female,Hyderabad,71496,Clothing,15,369.62,UPI,2.1,Active
1258,31,Male,Bengaluru,65564,Home Decor,46,302.19,UPI,1.0,Active
1259,29,Female,Pune,110169,Footwear,11,164.41,Credit Card,1.7,Active
1260,39,Female,Delhi,21669,Sports,28,173.69,Debit Card,4.9,Inactive
1261,28,Male,Surat,66156,Sports,38,10.49,Debit Card,2.9,Active
1262,20,Male,Surat,109135,Home Decor,54,121.86,Net Banking,1.7,Active
1263,27,Male,Mumbai,59924,Beauty,29,250.42,Online Wallet,5.0,Active
1264,34,Female,Pune,67748,Sports,1,415.6,Online Wallet,3.8,Inactive
1265,67,Female,Mumbai,55381,Electronics,10,489.53,Debit Card,3.6,Active
1266,49,Male,Bengaluru,95705,Books,24,111.09,Credit Card,1.8,Active
1267,42,Male,Pune,102167,Sports,57,268.18,Online Wallet,4.6,Active
1268,40,Female,Hyderabad,97220,Books,18,161.57,Credit Card,3.3,Active
1269,62,Female,Surat,36116,Books,51,232.96,Online Wallet,2.2,Inactive
1270,49,Male,Kolkata,109249,Groceries,34,483.67,Net Banking,3.2,Active
1271,28,Female,Kolkata,57782,Clothing,52,154.42,Cash,1.2,Active
1272,36,Male,Ahmedabad,84011,Home Decor,1,220.86,UPI,4.3,Active
1273,26,Female,Pune,85797,Groceries,6,359.47,Debit Card,5.0,Active
1274,55,Male,Pune,48686,Electronics,31,467.14,Debit Card,4.2,Active
1275,58,Female,Hyderabad,72312,Clothing,58,138.02,Online Wallet,3.4,Active
1276,29,Female,Chennai,95781,Groceries,44,386.15,Online Wallet,1.5,Active
1277,53,Male,Pune,59976,Clothing,20,287.67,UPI,2.8,Active
1278,29,Female,Hyderabad,32588,Groceries,34,226.53,Online Wallet,3.0,Inactive
1279,40,Female,Chennai,76055,Sports,27,481.11,Cash,1.1,Active
1280,53,Male,Hyderabad,31590,Groceries,40,454.36,Debit Card,3.3,Active
1281,57,Female,Ahmedabad,119003,Books,9,207.44,Credit Card,2.9,Inactive
1282,51,Female,Ahmedabad,31096,Electronics,18,416.65,UPI,1.4,Inactive
1283,70,Female,Surat,83106,Beauty,56,39.82,UPI,3.3,Active
1284,50,Male,Bengaluru,87667,Groceries,36,372.81,Cash,1.5,Active
1285,61,Male,Pune,102344,Home Decor,47,494.69,Credit Card,4.2,Active
1286,57,Male,Mumbai,28800,Electronics,10,305.86,Credit Card,3.1,Active
1287,24,Female,Ahmedabad,86296,Sports,26,37.27,Credit Card,2.2,Active
1288,48,Male,Bengaluru,91659,Home Decor,53,310.25,Cash,4.4,Active
1289,57,Male,Hyderabad,39168,Electronics,12,79.43,UPI,3.6,Active
1290,65,Male,Kolkata,82975,Home Decor,19,337.09,Net Banking,3.0,Active
1291,60,Female,Hyderabad,70570,Clothing,30,214.28,Cash,1.6,Active
1292,36,Female,Mumbai,93952,Books,1,294.46,Credit Card,3.6,Inactive
1293,57,Female,Ahmedabad,66494,Groceries,30,442.39,Cash,2.1,Active
1294,28,Female,Jaipur,85956,Footwear,23,452.25,Net Banking,2.6,Active
1295,22,Male,Delhi,66119,Beauty,30,360.44,Debit Card,2.1,Active
1296,66,Female,Hyderabad,28940,Sports,25,481.65,Net Banking,3.6,Inactive
1297,50,Female,Delhi,111457,Beauty,38,478.05,Online Wallet,3.3,Active
1298,43,Male,Ahmedabad,23869,Groceries,15,57.3,Credit Card,3.0,Inactive
1299,38,Male,Bengaluru,33819,Groceries,47,447.31,Cash,4.7,Active
1300,34,Male,Ahmedabad,118295,Clothing,29,384.04,Net Banking,3.5,Active
1301,19,Male,Chennai,34111,Sports,25,75.28,UPI,3.3,Active
1302,34,Female,Kolkata,108978,Home Decor,15,108.58,Debit Card,2.7,Active
1303,51,Male,Mumbai,96298,Electronics,41,480.32,Credit Card,1.8,Active
1304,69,Male,Ahmedabad,67128,Books,37,277.82,Credit Card,2.4,Active
1305,61,Female,Bengaluru,47194,Sports,33,182.53,Net Banking,4.6,Active
1306,26,Male,Kolkata,76034,Books,56,44.73,Credit Card,1.5,Active
1307,51,Female,Mumbai,35456,Sports,15,35.22,Net Banking,2.3,Active
1308,36,Female,Hyderabad,112179,Beauty,5,437.5,Debit Card,4.9,Active
1309,54,Male,Jaipur,100117,Home Decor,26,313.14,Net Banking,3.8,Active
1310,25,Female,Pune,105620,Electronics,3,175.64,Online Wallet,1.8,Inactive
1311,21,Male,Bengaluru,91707,Beauty,60,381.1,Credit Card,1.9,Active
1312,22,Male,Chennai,29275,Books,39,372.25,Credit Card,4.6,Active
1313,26,Female,Ahmedabad,33639,Electronics,32,258.73,UPI,2.4,Active
1314,68,Male,Ahmedabad,27255,Electronics,50,393.09,Debit Card,3.1,Inactive
1315,61,Male,Jaipur,83199,Electronics,25,385.18,UPI,1.5,Active
1316,62,Female,Jaipur,38057,Clothing,29,67.82,Net Banking,4.9,Active
1317,30,Female,Hyderabad,27592,Footwear,15,55.08,Credit Card,1.9,Inactive
1318,69,Male,Ahmedabad,114349,Footwear,53,37.87,Credit Card,1.5,Active
1319,29,Female,Ahmedabad,61173,Beauty,39,331.05,Debit Card,5.0,Active
1320,26,Female,Kolkata,106190,Clothing,43,47.63,Online Wallet,4.8,Active
1321,31,Female,Chennai,48873,Sports,46,158.33,Online Wallet,4.1,Active
1322,36,Male,Jaipur,55066,Beauty,45,275.3,Credit Card,1.2,Active
1323,44,Female,Pune,30282,Footwear,59,77.19,Net Banking,1.9,Inactive
1324,31,Male,Chennai,115015,Groceries,3,489.18,UPI,2.8,Inactive
1325,25,Male,Kolkata,24424,Home Decor,18,298.24,Online Wallet,4.3,Active
1326,35,Female,Kolkata,22470,Books,25,227.57,Debit Card,1.8,Active
1327,45,Male,Pune,24103,Beauty,60,22.74,Net Banking,4.0,Active
1328,34,Male,Ahmedabad,64688,Books,56,219.5,UPI,4.7,Active
1329,66,Male,Mumbai,92521,Books,47,466.91,Online Wallet,4.4,Active
1330,52,Female,Hyderabad,95052,Home Decor,11,480.55,Cash,4.0,Active
1331,33,Male,Ahmedabad,56791,Home Decor,6,499.41,Net Banking,2.2,Inactive
1332,20,Female,Chennai,55225,Home Decor,51,329.99,Net Banking,1.0,Active
1333,37,Female,Pune,43433,Sports,30,18.46,Credit Card,2.9,Inactive
1334,48,Male,Hyderabad,27678,Clothing,18,449.55,Net Banking,2.3,Active
1335,29,Female,Pune,54018,Sports,9,121.44,Debit Card,1.6,Inactive
1336,21,Male,Mumbai,105799,Electronics,12,345.38,Cash,3.3,Active
1337,20,Male,Ahmedabad,113657,Home Decor,17,17.9,Online Wallet,3.2,Active
1338,20,Male,Chennai,34308,Clothing,33,227.47,Net Banking,1.3,Active
1339,54,Female,Hyderabad,29357,Books,57,148.71,Credit Card,2.3,Inactive
1340,39,Female,Chennai,81693,Home Decor,40,25.27,Online Wallet,1.2,Active
1341,27,Male,Mumbai,99827,Footwear,52,163.42,UPI,4.1,Active
1342,50,Female,Bengaluru,69655,Electronics,43,365.87,Cash,4.1,Active
1343,59,Male,Mumbai,49436,Books,35,369.19,Net Banking,4.2,Active
1344,56,Female,Jaipur,88201,Sports,21,141.9,Net Banking,2.2,Active
1345,33,Female,Bengaluru,67443,Footwear,30,164.26,Credit Card,3.8,Active
1346,46,Female,Chennai,30445,Beauty,36,257.77,Online Wallet,3.6,Inactive
1347,46,Female,Bengaluru,94624,Groceries,60,273.43,Cash,3.7,Active
1348,60,Male,Surat,54115,Home Decor,22,163.78,Credit Card,2.6,Active
1349,50,Male,Surat,84775,Footwear,58,98.16,Cash,1.1,Active
1350,25,Female,Pune,92689,Sports,48,59.49,Credit Card,4.3,Active
1351,19,Male,Mumbai,37351,Books,58,216.96,Debit Card,2.6,Inactive
1352,63,Female,Mumbai,64146,Beauty,38,308.29,Credit Card,5.0,Active
1353,20,Male,Chennai,78837,Books,41,230.38,Cash,2.2,Active
1354,48,Male,Delhi,114857,Clothing,10,448.84,Net Banking,3.4,Inactive
1355,47,Female,Chennai,77486,Groceries,33,364.04,Online Wallet,4.8,Active
1356,24,Male,Pune,84656,Beauty,4,286.42,Net Banking,3.3,Inactive
1357,45,Female,Chennai,70340,Beauty,49,97.42,Debit Card,1.2,Active
1358,65,Male,Hyderabad,88044,Home Decor,37,441.0,Online Wallet,1.4,Active
1359,36,Male,Mumbai,57728,Home Decor,32,225.07,Debit Card,2.2,Active
1360,34,Male,Bengaluru,107350,Home Decor,10,57.03,Net Banking,4.4,Inactive
1361,19,Male,Jaipur,90505,Footwear,1,249.3,Credit Card,2.5,Active
1362,54,Female,Kolkata,88274,Groceries,54,232.39,Credit Card,3.9,Active
1363,25,Female,Hyderabad,84651,Home Decor,6,433.61,Online Wallet,3.9,Active
1364,40,Male,Bengaluru,115336,Clothing,21,86.8,Online Wallet,2.1,Active
1365,58,Male,Chennai,25027,Books,7,466.86,Net Banking,2.3,Inactive
1366,60,Male,Ahmedabad,52232,Groceries,38,194.34,Debit Card,3.7,Active
1367,34,Female,Delhi,83505,Groceries,47,253.4,Debit Card,1.8,Active
1368,23,Male,Ahmedabad,76927,Clothing,32,283.29,Debit Card,3.8,Active
1369,20,Female,Pune,100396,Books,41,296.11,UPI,2.4,Active
1370,51,Male,Pune,50394,Home Decor,43,247.68,UPI,2.6,Active
1371,40,Female,Pune,32652,Footwear,8,481.83,Online Wallet,2.7,Active
1372,33,Female,Mumbai,43094,Sports,21,333.7,Online Wallet,3.8,Inactive
1373,67,Female,Kolkata,98781,Books,44,125.08,Online Wallet,2.1,Active
1374,31,Female,Ahmedabad,93696,Beauty,17,340.74,Cash,2.6,Active
1375,46,Female,Hyderabad,54170,Electronics,18,247.9,Debit Card,2.4,Active
1376,70,Male,Pune,78672,Books,15,290.53,Debit Card,3.1,Active
1377,67,Male,Surat,100052,Beauty,9,306.43,Credit Card,4.8,Active
1378,42,Male,Chennai,66229,Clothing,42,34.12,Debit Card,2.4,Active
1379,30,Male,Jaipur,71842,Footwear,19,402.63,Online Wallet,2.3,Active
1380,31,Male,Ahmedabad,24728,Electronics,49,470.77,Credit Card,3.0,Inactive
1381,20,Male,Pune,59513,Electronics,15,319.46,UPI,2.0,Active
1382,35,Male,Hyderabad,105888,Books,9,410.96,Online Wallet,4.4,Active
1383,50,Female,Ahmedabad,21932,Groceries,7,370.58,Cash,1.8,Inactive
1384,37,Female,Hyderabad,87155,Electronics,20,144.28,Debit Card,1.4,Active
1385,59,Female,Hyderabad,58173,Books,6,118.9,Cash,3.2,Active
1386,62,Male,Hyderabad,22256,Sports,47,202.89,Online Wallet,4.1,Inactive
1387,46,Male,Surat,23262,Books,50,123.74,Online Wallet,2.9,Active
1388,37,Female,Delhi,102564,Clothing,7,284.83,Debit Card,4.5,Active
1389,33,Male,Delhi,72847,Sports,34,364.29,Net Banking,4.0,Active
1390,21,Female,Pune,73983,Home Decor,48,175.56,Debit Card,1.1,Active
1391,62,Female,Ahmedabad,55146,Footwear,49,285.58,Cash,3.2,Active
1392,38,Male,Chennai,80472,Sports,33,281.86,UPI,5.0,Active
1393,23,Male,Hyderabad,111652,Clothing,25,72.37,Credit Card,1.6,Active
1394,65,Male,Delhi,45869,Sports,56,486.24,Credit Card,4.5,Active
1395,49,Male,Jaipur,83857,Groceries,48,438.37,Cash,2.6,Active
1396,36,Male,Hyderabad,58564,Home Decor,34,167.97,Online Wallet,3.3,Active
1397,28,Male,Pune,88583,Footwear,52,310.86,UPI,2.5,Active
1398,56,Female,Kolkata,80670,Footwear,60,171.79,UPI,3.9,Active
1399,26,Male,Jaipur,113727,Sports,1,165.67,Debit Card,1.6,Active
